Country,2013_energy_consumption,2013_median,2014_energy_consumption,2014_median,2015_energy_consumption,2015_median,2016_energy_consumption,2016_median,2017_energy_consumption,2017_median,2018_energy_consumption,2018_median,2019_energy_consumption,2019_median,2020_energy_consumption,2020_median,2021_energy_consumption,2021_median
Serbia,190.3472,525563.5919,169.54901,549189.0955,187.72292,521896.1546,192.31615,532824.162,196.76714,650796.0576,196.85847,659759.7463,196.88872,703101.7124,192.86804,712250.4523,201.68896,785443.524
Seychelles,3.7422965,1309.332299,4.3764224,1270.115385,4.535706,1395.144906,5.050324,1297.972598,5.2665887,1592.166585,4.6721234,1658.948196,4.778491,1530.011682,4.612663,1592.231901,4.891292,1737.002189
Sierra Leone,4.8245325,35801.12199,5.30554,20807.50232,4.3349442,30832.11174,4.432782,17433.42191,4.4046493,75882.40114,4.4665146,80849.67173,4.1280594,57109.66369,3.9566472,87645.84766,4.1479893,92210.94657
Singapore,812.4909,106301.6873,828.2924,114371.8702,878.4029,112765.7016,926.7514,114713.4696,950.00244,114444.9238,950.5948,119370.1928,929.6794,119798.2678,910.51807,119616.9216,910.7139,113255.036
Slovakia,194.58702,251524.3848,181.1199,238560.2887,182.98993,221375.1647,184.74371,227704.5528,194.5947,288168.9189,191.29565,284189.7086,184.84892,285904.0848,181.1254,291182.7862,195.22316,331809.1703
Slovenia,80.778595,100531.6817,82.86102,100700.0312,74.71551,93444.55961,79.85814,94402.21673,80.720924,119113.1276,82.39095,115558.327,80.00229,115246.6064,77.29536,117142.6676,76.58192,129694.951
Solomon Islands,1.6141902,649.4087511,1.5197262,-6123.898935,1.3884337,647.3820893,1.3345238,-5045.891972,1.3268349,17262.39584,1.3894602,15064.78648,1.3684785,13024.21982,1.2975992,22829.10186,1.3393546,26057.07078
Somalia,3.416206,138999.5973,3.416448,72439.79562,3.5448291,198482.5907,3.6269844,19981.53328,3.627606,559154.0677,3.6413927,608819.767,3.6369123,452012.4167,3.5074317,708423.2462,3.7102253,764601.0689
South Africa,1430.1221,1991735.134,1446.7012,1996726.352,1417.7021,1664521.432,1482.439,1637904.171,1476.9373,2831198.293,1421.1741,2670360.19,1485.7,2541960.086,1392.8961,2948077.501,1406.0925,2962289.427
South Sudan,6.313152,87490.49401,6.5313106,-27795.39468,8.003829,125280.5851,7.7284136,-27905.39716,6.7726936,501690.8571,6.9831424,513385.1977,7.8094916,385627.7824,7.4576077,628580.399,7.8676186,651699.218
Spain,1578.5305,4015541.786,1554.2189,4018588.399,1573.1444,3828773.677,1582.9133,3740360.918,1602.0426,4243167.415,1628.6714,4142323.752,1583.871,4200412.879,1422.96,4180859.595,1530.2695,4386326.869
Sri Lanka,79.214134,84087.63499,85.89107,82445.81193,91.3002,99743.21859,100.87174,89849.40954,106.731476,135449.3988,112.36916,140418.3692,113.03538,140520.7726,106.000435,168728.8834,109.63753,171771.4233
Sudan,85.83844,574673.4242,88.02482,309077.5172,91.00936,612598.7635,105.69049,31947.69683,107.986336,1757450.889,107.29716,1719842.562,106.3234,1314180.291,105.689606,2171530.839,105.80567,2174277.923
Suriname,11.753048,48858.9559,11.440299,35312.34079,10.527559,54782.97664,10.940309,21257.47922,12.749405,144197.6135,12.877228,140001.3239,12.984192,131767.2563,12.3576,169101.5349,12.43448,179688.3789
Sweden,603.5434,3281030.84,600.7766,2835055.594,622.0618,3255117.456,609.4006,3302671.665,631.34283,3606722.483,609.1949,3431464.995,625.81903,3441610.314,600.27936,3155707.438,633.67957,3855634.139
Switzerland,359.14597,297542.6784,344.43954,286361.3078,336.3216,286218.6288,316.24518,277794.0752,316.9949,324597.8337,321.45792,315543.8458,335.947,315721.1576,308.59106,314786.0815,298.0824,325842.1948
Syrian Arab Republic,154.28238,394698.5491,137.03278,333961.2207,122.00345,259142.3318,118.85896,254939.8361,119.593094,514161.9998,139.97821,458684.1163,123.70372,513542.3837,115.59429,555202.0286,117.437904,567194.723
Tajikistan,61.830788,212491.747,63.163795,184448.2482,63.24625,158884.2848,65.10699,152051.2952,66.41349,317310.005,70.850876,278011.438,75.084435,299951.4399,74.622086,334099.463,74.83101,373341.7504
Thailand,1312.8635,1244644.562,1357.1696,1260237.151,1377.446,1463786.146,1405.5717,1363250.13,1432.6826,1915927.101,1478.3762,1973810.575,1479.7451,1981532.268,1375.7584,2244272.781,1386.81,2429172.191
The former Yugoslav Republic of Macedonia,30.12023,87132.03021,27.962751,86556.31656,29.476517,82503.97203,30.59213,79785.11066,29.433117,110314.9368,30.42636,103875.243,31.057503,110514.1929,27.707994,118227.3603,28.997852,131590.0869
Timor-Leste,1.9007002,7282.440679,2.1808667,4268.738442,2.13834,5213.942173,2.0929565,3702.493255,2.134672,16145.43174,2.1638384,16259.76796,2.1804886,13788.43164,2.0667233,18405.89231,2.1339822,19975.26198
Togo,9.597932,27702.17784,8.328414,20097.25941,6.4887404,31000.65964,8.692368,22992.27331,8.421565,71651.35734,10.085071,76190.38675,10.749471,59356.80909,9.730233,86853.92363,9.645073,92717.94318
Tonga,0.5056593,447.1346668,0.54864866,397.6571812,0.5736207,452.0365631,0.6066782,447.5644432,0.7202176,880.8101129,0.6288607,876.5536725,0.7203973,925.1909977,0.68865055,1134.447194,0.7102787,1209.542699
Trinidad and Tobago,228.57895,112924.008,228.8344,111021.2253,221.63606,112728.9341,195.77258,105159.4251,207.06696,109223.3597,194.03856,115058.7082,195.2032,117220.4321,169.34329,117045.0993,173.1243,113363.4132
Tunisia,98.607254,416032.2818,108.65896,450427.0719,112.222084,441975.0842,112.01615,453224.3002,118.58322,620102.8713,121.81989,617031.9354,122.03721,632238.812,112.99091,670115.8692,116.7936,718887.8688
Turkey,1412.1876,3474053.679,1454.355,3437899.798,1589.0212,3500313.899,1669.2389,3764113.003,1787.3416,5037692.917,1787.8729,5093318.308,1849.1666,5474630.74,1821.7764,5792347.016,1951.1511,6251843.172
Turkmenistan,268.03357,1236426.755,283.70267,1149609.914,322.79703,1020126.069,349.10052,927749.715,324.88077,1592998.407,366.50565,1400025.459,349.90903,1357286.476,439.79727,1516724.188,443.09784,1644068.659
U.K. of Great Britain and Northern Ireland,2376.7168,3298925.781,2246.046,3388922.69,2281.359,3348067.361,2243.5447,3109265.112,2249.0764,3166860.751,2246.8015,3197625.49,2199.0686,3059529.903,1971.1879,3026525.799,1990.9581,3105162.445
Uganda,22.977688,50484.28713,26.487562,25297.9084,26.524347,76211.69247,29.64469,28147.91816,32.298073,215380.1549,34.92294,212228.8552,34.858654,195446.8394,34.032326,268537.923,35.162792,312432.1504
Ukraine,1369.5685,1779311.149,1208.3707,1717139.229,1003.4079,1287906.603,1049.9954,1389001.968,975.3309,2125554.438,1011.9886,2123523.307,957.66315,2145172.296,918.4516,2164682.786,934.7169,2606097.09
United Arab Emirates,1133.2446,1271865.794,1130.8772,1311552.572,1227.7888,1307943.781,1276.3125,1285286.797,1215.4445,1347949.302,1150.513,1414458.222,1219.0671,1466253.827,1204.6757,1492997.059,1246.315,1602445.986
United Republic of Tanzania,48.820095,220607.2929,51.073086,177286.9691,52.658886,188976.3986,57.78317,77725.13364,52.416847,901547.0925,56.283737,825700.3463,57.2517,647613.1282,56.37248,989166.3409,57.700302,1227426.292
Uruguay,62.865517,270064.6993,64.683334,258679.4421,66.68303,269235.5997,67.64129,247421.473,65.31021,399777.9506,66.96002,384961.6343,68.516846,371655.5581,60.45974,432859.7625,62.75864,452078.7898
Uzbekistan,544.20325,953272.0458,567.4339,852422.5146,538.7107,666951.173,522.3972,640448.4889,535.0315,1141841.593,540.08813,1004643.11,542.1058,1093925.402,539.9758,1227735.487,565.7743,1426545.401
Vanuatu,0.6384758,7022.295854,0.72912383,10127.91704,0.6867209,10108.46935,0.69276536,18375.93086,0.77244866,18528.45166,0.99481606,19639.13777,0.96026534,6427.615939,0.9112493,11791.53943,0.94385636,11627.33024
Venezuela,1037.0094,3687568.152,1013.23816,3919793.886,969.30066,3706806.518,890.0844,3154097.896,872.97437,3168419.318,727.8724,3228253.936,656.968,3748958.112,527.86017,3230207.948,604.086,3465205.551
Vietnam,659.4035,1158085.839,728.0775,1211968.817,826.4728,1480823.437,898.7783,1322629.075,963.6317,1849099.384,1083.2736,2304832.53,1202.6356,2392888.038,1204.3934,2098752.103,1208.5538,2343102.975
Yemen,102.48065,457559.5337,97.00695,384428.3489,52.38784,212234.1378,41.93655,70603.70549,38.71062,528426.5086,36.047256,540194.1924,46.562454,481721.0331,35.254242,668070.2168,35.62147,725234.671
Zambia,48.72951,172746.8254,52.302757,58278.88288,50.614338,76340.8608,47.732758,38125.4674,55.389618,723471.8848,62.3282,672058.234,54.84517,521052.4439,58.65856,733866.4355,66.57597,905009.4792
Zimbabwe,55.37839,119703.1363,54.603966,76336.03644,54.65108,38018.30448,46.64871,21677.15913,45.256546,370902.1158,51.80943,327844.5735,46.11994,277517.2628,41.99676,399242.3835,42.145393,466330.4135
antigua & barbuda,2.9079623,4530.969855,2.9732518,4812.270907,3.0433478,4879.576444,3.0876482,4450.558497,2.9374938,5012.821471,3.0266554,5016.176372,3.0427258,4457.840204,2.5749125,4445.094916,2.7469301,4633.040294
czech republic,490.22104,649979.6389,479.9369,621530.9092,470.71613,612834.1204,464.37427,608137.6149,490.5819,722456.1422,489.02423,728054.6737,477.90494,729791.9217,442.5676,714327.8083,466.40598,791720.4949
